Sample Name,Sample title,BioProject accession,Organism,host,isolation source,collection date,geographic location,latitude and longitude,library,sample type,isolate
oro162871,oro162871,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162871
oro162872,oro162872,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162872
oro162873,oro162873,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162873
oro162874,oro162874,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162874
oro162875,oro162875,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162875
oro162876,oro162876,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162876
oro162877,oro162877,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162877
oro162878,oro162878,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162878
oro162881,oro162881,PRJNA518082,not collected,not collected,feces metagenome,2016-07-20,USA: Fairfield ME,not applicable,libC,sample,oro162881
oro162882,oro162882,PRJNA518082,not collected,not collected,feces metagenome,2016-07-10,USA: Fairfield ME,not applicable,libC,sample,oro162882
oro162939,oro162939,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162939
oro162944,oro162944,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162944
oro162951,oro162951,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162951
oro162955,oro162955,PRJNA518082,not collected,not collected,feces metagenome,2016-08-27,USA: Fairfield ME,not applicable,libC,sample,oro162955
oro162956,oro162956,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162956
oro162962,oro162962,PRJNA518082,not collected,not collected,feces metagenome,2016-08-27,USA: Fairfield ME,not applicable,libC,sample,oro162962
oro162963,oro162963,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162963
oro162967,oro162967,PRJNA518082,not collected,not collected,feces metagenome,2016-08-27,USA: Fairfield ME,not applicable,libC,sample,oro162967
oro162968,oro162968,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162968
oro162969,oro162969,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162969
oro162974,oro162974,PRJNA518082,not collected,not collected,feces metagenome,2016-08-27,USA: Fairfield ME,not applicable,libC,sample,oro162974
oro162975,oro162975,PRJNA518082,not collected,not collected,feces metagenome,2016-08-27,USA: Fairfield ME,not applicable,libC,sample,oro162975
oro162980,oro162980,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162980
oro162981,oro162981,PRJNA518082,not collected,not collected,feces metagenome,2016-08-06,USA: Fairfield ME,not applicable,libC,sample,oro162981
oro163084,oro163084,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163084
oro163085,oro163085,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163085
oro163086,oro163086,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163086
oro163087,oro163087,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163087
oro163088,oro163088,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163088
oro163089,oro163089,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163089
oro163090,oro163090,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163090
oro163091,oro163091,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163091
oro163092,oro163092,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163092
oro163093,oro163093,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163093
oro163094,oro163094,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163094
oro163095,oro163095,PRJNA518082,not collected,not collected,feces metagenome,2016-06-09,USA: Mount Vernon NH,not applicable,libA,sample,oro163095
oro163097,oro163097,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163097
oro163098,oro163098,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163098
oro163099,oro163099,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163099
negoro30B02,negoro30B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro30B02
negoro30D04,negoro30D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro30D04
negoro30E05,negoro30E05,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro30E05
negoro30G07,negoro30G07,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro30G07
oro163100,oro163100,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163100
oro163101,oro163101,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163101
oro163102,oro163102,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163102
oro163103,oro163103,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163103
oro163104,oro163104,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163104
oro163105,oro163105,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163105
oro163106,oro163106,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163106
oro163107,oro163107,PRJNA518082,not collected,not collected,feces metagenome,2016-06-16,USA: Mount Vernon NH,not applicable,libA,sample,oro163107
oro163108,oro163108,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163108
oro163109,oro163109,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163109
oro163110,oro163110,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163110
oro163111,oro163111,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163111
oro163112,oro163112,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163112
oro163113,oro163113,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163113
oro163114,oro163114,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163114
oro163115,oro163115,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163115
oro163116,oro163116,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163116
oro163117,oro163117,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163117
oro163118,oro163118,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163118
oro163119,oro163119,PRJNA518082,not collected,not collected,feces metagenome,2016-06-23,USA: Mount Vernon NH,not applicable,libA,sample,oro163119
oro163120,oro163120,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163120
oro163121,oro163121,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163121
oro163122,oro163122,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163122
oro163123,oro163123,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163123
oro163124,oro163124,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163124
oro163125,oro163125,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163125
oro163126,oro163126,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163126
oro163128,oro163128,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163128
oro163129,oro163129,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163129
oro163130,oro163130,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163130
oro163131,oro163131,PRJNA518082,not collected,not collected,feces metagenome,2016-06-30,USA: Mount Vernon NH,not applicable,libA,sample,oro163131
oro163151mas,oro163151mas,PRJNA518082,not collected,not collected,feces metagenome,2016-08-01,USA: Massabesic NH,not applicable,libC,sample,oro163151mas
oro163192,oro163192,PRJNA518082,not collected,not collected,feces metagenome,2016-10-04,USA: Massabesic NH,not applicable,libC,sample,oro163192
oro163194,oro163194,PRJNA518082,not collected,not collected,feces metagenome,2016-10-04,USA: Massabesic NH,not applicable,libC,sample,oro163194
oro163195,oro163195,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163195
oro163196,oro163196,PRJNA518082,not collected,not collected,feces metagenome,2016-10-14,USA: Massabesic NH,not applicable,libC,sample,oro163196
oro163197,oro163197,PRJNA518082,not collected,not collected,feces metagenome,2016-10-14,USA: Massabesic NH,not applicable,libC,sample,oro163197
negoro31A01,negoro31A01,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro31A01
negoro31B02,negoro31B02,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro31B02
negoro31D04,negoro31D04,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro31D04
negoro31G07,negoro31G07,PRJNA518082,not collected,not collected,feces metagenome,not applicable,not applicable,not applicable,libC,ncontrol,negoro31G07
oro163201,oro163201,PRJNA518082,not collected,not collected,feces metagenome,2016-10-04,USA: Massabesic NH,not applicable,libC,sample,oro163201
oro163202,oro163202,PRJNA518082,not collected,not collected,feces metagenome,2016-10-14,USA: Massabesic NH,not applicable,libC,sample,oro163202
oro163203,oro163203,PRJNA518082,not collected,not collected,feces metagenome,2016-10-14,USA: Massabesic NH,not applicable,libC,sample,oro163203
oro163204,oro163204,PRJNA518082,not collected,not collected,feces metagenome,2016-10-04,USA: Massabesic NH,not applicable,libC,sample,oro163204
oro163206,oro163206,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163206
oro163207,oro163207,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163207
oro163208,oro163208,PRJNA518082,not collected,not collected,feces metagenome,2016-10-14,USA: Massabesic NH,not applicable,libC,sample,oro163208
oro163209,oro163209,PRJNA518082,not collected,not collected,feces metagenome,2016-10-14,USA: Massabesic NH,not applicable,libC,sample,oro163209
oro163212,oro163212,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163212
oro163213,oro163213,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163213
oro163214,oro163214,PRJNA518082,not collected,not collected,feces metagenome,2016-09-10,USA: Massabesic NH,not applicable,libC,sample,oro163214
oro163215,oro163215,PRJNA518082,not collected,not collected,feces metagenome,2016-09-10,USA: Massabesic NH,not applicable,libC,sample,oro163215
oro163217,oro163217,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163217
oro163218,oro163218,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163218
oro163219,oro163219,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163219
oro163220,oro163220,PRJNA518082,not collected,not collected,feces metagenome,2016-09-10,USA: Massabesic NH,not applicable,libC,sample,oro163220
oro163221,oro163221,PRJNA518082,not collected,not collected,feces metagenome,2016-09-10,USA: Massabesic NH,not applicable,libC,sample,oro163221
oro163222,oro163222,PRJNA518082,not collected,not collected,feces metagenome,2016-09-10,USA: Massabesic NH,not applicable,libC,sample,oro163222
oro163223,oro163223,PRJNA518082,not collected,not collected,feces metagenome,2016-09-10,USA: Massabesic NH,not applicable,libC,sample,oro163223
oro163224,oro163224,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163224
oro163225,oro163225,PRJNA518082,not collected,not collected,feces metagenome,2016-09-22,USA: Massabesic NH,not applicable,libC,sample,oro163225
oro163226,oro163226,PRJNA518082,not collected,not collected,feces metagenome,2016-09-10,USA: Massabesic NH,not applicable,libC,sample,oro163226
