*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	SampleType	Library
oro162658		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162659		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162660		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162661		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162662		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162663		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162664		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162665		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162666		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162667		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162668		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162669		SUB5109424	not collected	2016-09-02	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162670		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162671		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162672		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162673		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162674		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162675		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162676		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162677		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162678		SUB5109424	not collected	2016-09-09	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162685		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162689		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162690		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162691		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162692		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162693		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162694		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162695		SUB5109424	not collected	2016-09-16	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162696		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162697		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162698		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162699		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162700		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162701		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162702		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162703		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162704		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162705		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162706		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162707		SUB5109424	not collected	2016-09-25	not collected	not collected	not collected	Brown Lane Hollis NH	not collected	not collected	sample	libD
oro162734		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162735		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162736		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162737		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162738		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162739		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162740		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162741		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162742		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162743		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162744		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162745		SUB5109424	not collected	2016-08-22	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162746		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162747		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162748		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162749		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162751		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162754		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162757		SUB5109424	not collected	2016-08-30	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162759		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162762		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162763		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162764		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162765		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162766		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162767		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162768		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162769		SUB5109424	not collected	2016-09-06	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162770		SUB5109424	not collected	not collected	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162771		SUB5109424	not collected	not collected	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162773		SUB5109424	not collected	not collected	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
oro162774		SUB5109424	not collected	not collected	not collected	not collected	not collected	Canterbury NH	not collected	not collected	sample	libD
